Player,Pos,Year,Ridge,RF,SVM,NeuralNet
Niles Paul,TE,2018,-14.13776767561292,-13.188,-2.4425120137686704,-9.93612289428711
Richard Rodgers,TE,2016,-37.26674778885396,-48.73599999999998,-28.822631076047564,-43.80095520019531
David Anderson,WR,2008,-1.2412106979901978,8.088000000000001,10.490239259157882,15.415490722656251
Roy Helu,RB,2013,45.018741814152605,45.75399999999999,57.69745705153517,59.515573501586914
Dustin Lyman,TE,2001,14.830290987180952,-59.07399999999999,26.50415690957661,18.191898918151857
De'Anthony Thomas,RB,2018,-30.87483421845056,-39.93,-18.30432925470999,-23.1146240234375
Ricky Williams,RB,2003,-230.04812909722688,-190.974,-236.04735388033117,-202.8460235595703
Tony Pollard,RB,2020,29.2154451118446,19.27799999999999,38.80582407862019,52.95503311157226
Qadry Ismail,WR,2001,84.53660931369672,83.73,89.71791066012372,85.32955017089844
Michael Robinson,WR,2009,-42.212972322758766,-63.74,-31.3694759140001,-28.487432861328124
Allen Hurns,WR,2019,15.528089686760758,5.304000000000002,24.95855638159272,28.22826538085937
D.J. Hackett,WR,2007,-25.81930618890757,3.299999999999983,-20.554934451225904,-17.580117797851557
Jerious Norwood,RB,2011,-20.93350779402785,-40.15400000000001,-7.974678823941205,-12.539968872070311
Leon Washington,RB,2013,5.8005771711410645,11.223999999999997,18.45381165924718,17.789809799194337
Dion Sims,TE,2014,28.84068927678112,42.376000000000005,41.10500061715813,35.636429214477545
Antwaan Randle El,WR,2005,-11.602966487132718,-8.411999999999978,-6.893895434219061,-1.2251419067382727
Albert Wilson,WR,2015,24.522445697347045,9.686000000000009,34.71125436723649,40.34917373657227
Stephen Anderson,TE,2021,0.5756012216699915,11.494000000000009,12.227089411504778,7.578329086303711
Randy Hymes,WR,2005,-29.160487731946503,-38.58800000000001,-19.205985269059383,-19.71719055175781
Cobi Hamilton,WR,2017,-50.53862701066457,-42.936000000000014,-41.4805174019172,-34.64631576538086
Nate Burleson,WR,2013,-16.029986024358635,-34.48799999999996,-6.868788282769842,10.993695068359372
Ricky Seals-Jones,WR,2018,2.054505027629446,22.93800000000001,12.914351029628364,22.368954467773435
Snoop Minnis,WR,2002,-77.79314248344205,-72.80199999999999,-71.78624534087433,-70.64010772705078
Donte' Stallworth,WR,2008,-66.30024111566445,-75.946,-62.141120357098565,-62.178358459472655
Donald Lee,TE,2008,-11.733054306580255,-31.18399999999997,-6.785351757339456,-12.852549743652347
Maurice Morris,RB,2003,-5.584551685461172,6.386000000000006,6.287308942678145,6.483262634277345
Greg Lewis,WR,2005,45.74240126496429,37.66199999999999,57.84493328252533,59.46249046325683
Michael Turner,RB,2012,1.0863354517412631,22.21199999999996,-0.0891043872958334,12.164028930664074
Brandon Jones,WR,2007,-15.427818474575844,-34.11800000000002,-7.058143962747181,-15.345657348632812
Anthony Becht,TE,2006,0.4214081622000805,1.9439999999999955,10.07861416721382,4.862724304199219
Jerome Bettis,RB,2005,-29.64873272146789,-57.43200000000006,-25.1467877687586,-20.52176208496094
Tatum Bell,RB,2008,-9.28659527501987,-38.23799999999999,1.98153079209213,13.063500976562501
Eric Johnson,TE,2007,12.566736239330112,35.454000000000015,22.040700206328083,32.825630950927746
Justice Hill,RB,2020,-40.58776065574534,-67.02199999999999,-29.14887633789481,-20.641910552978516
Matt LaCosse,TE,2016,7.414849787435671,3.0559999999999974,19.94808180198548,20.07543182373047
Mike Davis,RB,2016,-24.26895800147741,-7.268000000000001,-11.251271724411607,-11.289812088012695
Derrick Mason,WR,2010,14.755881064383118,23.00399999999999,15.247806369373478,25.085971069335926
Nick Vannett,TE,2019,-31.242218905381577,-0.1260000000000047,-21.472407608303413,-14.297065734863281
Jonathan Smith,WR,2005,-13.106857667695156,-19.34999999999999,0.1037119743636445,-5.978308486938477
Zeron Flemister,TE,2002,-16.756000714398,-14.07,-4.771547343217016,-2.1055377960205064
Isaac Redman,RB,2013,-84.40042708267173,-86.57199999999997,-77.5789369447811,-73.75955810546876
Pharoh Cooper,WR,2018,-23.48576622437377,-17.676000000000016,-10.162341503175444,-15.895589065551757
Sam Aiken,WR,2004,-9.567939932812305,-18.908,3.504865619850097,-1.276053619384765
Reggie Bonnafon,RB,2020,-21.81295767118613,-54.73799999999999,-9.157726069833569,-11.140370178222657
Curtis Martin,RB,2001,68.25874882809217,49.99200000000002,66.84726121054297,88.86665039062501
Matt Jones,WR,2009,-19.931048767333863,-18.92599999999996,-16.652390150461628,-5.134553527832026
Mike Williams,WR,2021,98.35320913403628,105.73,101.19079524501218,104.0773712158203
Robert Tonyan,TE,2019,-8.84700875111237,-0.2520000000000024,4.365541378551278,-6.569517135620117
Mychal Rivera,TE,2014,26.60454683209619,10.321999999999989,36.41710263843314,41.8979362487793
Ryan Broyles,WR,2013,-56.30562314081449,-39.98399999999999,-47.75257633582928,-40.392860412597656
Ricky Proehl,WR,2004,-2.54036542991102,-8.105999999999995,7.873552533070871,0.4406066894531335
Mike Thomas,WR,2011,-53.96522946143902,-45.93000000000002,-51.81097433982112,-44.21700134277344
Micheal Spurlock,WR,2012,-21.277418153413688,-32.968,-7.8783286462589475,-14.686961364746093
Bryan Walters,WR,2016,-30.06566108943521,-33.67800000000001,-21.20797416988178,-4.111900329589844
Jerious Norwood,RB,2008,28.571979583444488,9.11200000000008,35.24577643219263,42.49098510742189
Kevan Barlow,RB,2005,-12.004496932019393,-2.5740000000000123,-8.682390172336667,-2.4234283447265597
Jeremy Shockey,TE,2007,6.301556581009891,2.604000000000028,12.89118353268728,20.266929626464844
Anthony Dixon,RB,2014,29.39718766689918,11.86400000000002,41.84800713169077,38.26974639892578
Tony Hunt,RB,2008,-12.730369129840073,-66.26800000000004,0.0446495690733623,-4.654446029663086
Ryan Hewitt,TE,2018,-14.587041066636148,-8.112000000000007,-2.113533718168052,-10.811153793334961
Zach Miller,TE,2008,43.67883705361005,66.156,50.21204647088764,60.551754760742185
Lance Moore,WR,2013,-69.77501866696848,-56.67599999999997,-71.0493930525986,-60.14004211425781
Zach Miller,TE,2015,41.44742955582648,61.784000000000006,51.786153697565695,59.12373962402344
Mike Gesicki,TE,2021,18.77808792133069,5.411999999999992,23.581174082457423,24.15039825439453
Duce Staley,RB,2003,-34.918145625826924,-67.54399999999998,-37.86909672769781,-19.55548095703125
David Martin,TE,2003,-3.0779203690766157,0.1999999999999993,9.919228268469247,7.002277755737303
Ben Hartsock,TE,2007,-14.611820753596032,0.5500000000000078,-2.3929942051366915,-4.655591201782226
Ronald Curry,WR,2006,80.86805256770236,79.86599999999999,93.7783712990821,90.49952659606933
Jamison Crowder,WR,2021,-44.63404061144856,-67.09200000000003,-39.86369746374602,-32.74465637207031
Demarcus Robinson,WR,2021,-17.41516778451941,19.541999999999987,-10.467980454299706,4.258310699462896
Damien Williams,RB,2015,-22.33291504617701,-16.940000000000005,-10.942734636135055,-2.907522583007811
Peyton Hillis,RB,2011,-96.407325767618,-127.09000000000005,-97.63307877042926,-73.64877014160156
Tony Scheffler,TE,2009,-31.516949456539194,-30.736000000000004,-27.578310362896573,-24.254072570800787
Luke Stocker,RB,2015,-5.315521314876968,2.567999999999996,6.45027764787249,-0.24106254577636577
LenDale White,RB,2009,-81.37431445585332,-96.02600000000004,-74.29189119600136,-67.7364715576172
Quinn Sypniewski,TE,2007,25.722524257322355,35.33,38.14262056741655,30.208363151550294
Roscoe Parrish,WR,2006,7.531617145221652,11.707999999999998,19.703935268092494,22.9299934387207
Jeff Thomason,TE,2002,4.520000093926175,-3.1559999999999957,17.896960593457525,11.733151245117188
Keelan Cole,WR,2019,-3.816787606455193,-1.8920000000000243,3.0260880249055404,19.05941314697266
Tim Dwight,WR,2006,-42.52042799269714,-59.83800000000001,-32.49944313742142,-34.79823684692383
Reggie Kelly,TE,2004,-12.252970926743425,-13.310000000000006,-1.356620591374508,-4.3065338134765625
Clinton Portis,RB,2009,-109.19359034142572,-79.62599999999999,-112.04749860586035,-98.1244415283203
A.J. Green,WR,2012,102.21594550119585,110.442,99.3844757540554,111.53577880859376
Wes Welker,WR,2009,65.44540385121186,58.370000000000005,65.03545900935609,80.67125549316407
Ryan Torain,RB,2011,-80.64669044748244,-113.548,-75.1637646617367,-70.63321990966797
Jermaine Kearse,WR,2017,70.29563766369647,86.96600000000001,77.3739989811963,90.2561149597168
Greg Olsen,TE,2013,39.40231538742107,31.30800000000009,40.90739292880277,41.96820220947268
Chase Coffman,TE,2011,-25.784617367214,-42.292,-12.83132448245205,-17.99106101989746
Tavon Austin,WR,2016,-13.26981360667284,-12.033999999999978,-7.801532617893358,-2.229792785644534
John Jones,TE,2002,-6.859793276947119,-16.105999999999995,6.015995708892124,-2.6683204650878913
Marshawn Lynch,RB,2014,98.9844207711821,123.42400000000004,97.21938393328688,111.92791442871095
Desmond Clark,TE,2008,-17.87899376381337,-43.44,-12.978793226891868,-22.303997802734372
Jason Avant,WR,2009,29.944736220813382,31.506,39.05977250952263,53.23643417358399
Jerick McKinnon,RB,2018,-17.616747912802495,-5.639999999999958,-10.934873154921531,2.775469970703128
Jerramy Stevens,TE,2009,-46.1579556811775,-45.16200000000002,-36.68331818532093,-19.318275451660156
Tim Hightower,RB,2009,68.23118001250228,67.25999999999999,76.38959162385265,71.28570709228518
Jared Cook,TE,2010,26.34547856480113,25.858,39.487173980325366,35.101617431640626
Mike Furrey,WR,2008,-67.57818043214701,-58.27000000000002,-61.7847847420152,-53.64244689941406
Greg Lewis,WR,2008,-14.180864545013236,-6.795999999999999,-3.9116369610553514,-0.42519454956054403
Marques Colston,WR,2015,-21.20741345107604,-44.28999999999997,-20.598047255356533,-15.300796508789062
Thomas Jones,RB,2006,30.295510358695797,29.744000000000028,31.19137426897902,44.741186523437506
Richard Owens,TE,2007,-25.254797865580592,-11.332,-12.423495542372818,-18.294467544555665
Jason Dunn,TE,2003,3.8541152765922746,19.456000000000003,16.141594318982,8.071341514587402
Golden Tate,WR,2018,-12.331394669019872,-46.63599999999998,-11.12772490866466,-0.9002044677734347
Durham Smythe,TE,2019,-15.441415854331652,-15.710000000000004,-2.4279547343552537,-10.120655059814453
Andrew Hawkins,WR,2013,-73.53957382428334,-66.98999999999994,-64.42171191411053,-60.903317260742185
Delanie Walker,TE,2016,-4.00376112559897,11.786,-3.9522761545410674,10.02440795898437
Preston Parker,WR,2012,-86.74742097959358,-108.95799999999996,-78.67710791492374,-71.58009796142578
Michael Floyd,WR,2015,34.056635069666925,26.54799999999996,35.55998656644729,39.06006469726563
Braxton Berrios,WR,2021,19.051029224878747,15.731999999999957,28.9314778001674,33.28226623535156
Derrick Lewis,WR,2004,-22.440642437884563,-21.546000000000006,-9.428356075927994,-15.539920806884766
Alshon Jeffery,WR,2019,-29.904340769664586,-65.47199999999997,-29.58015553126755,-23.954396057128903
Reggie Brown,WR,2006,75.58356855162377,73.85199999999999,82.00797999177387,74.56087493896484
Anquan Boldin,WR,2014,23.68864658259713,36.56800000000001,20.34505107027365,32.720849609374994
Hakeem Nicks,WR,2015,-63.07654959772445,-45.77800000000001,-53.52961903902927,-41.67154083251953
JJ Nelson,WR,2019,-16.197682972873515,-22.744000000000007,-3.010792948586195,-8.573158645629883
LaBrandon Toefield,RB,2004,-7.112487631061867,-8.431999999999974,3.904039295220855,15.432441711425781
Marshawn Lynch,RB,2019,-68.72054315397631,-62.078,-59.86234484488069,-46.76016006469727
Daniel Coats,TE,2008,-30.19647831742828,-25.196,-18.393580406804475,-21.68795166015625
Trey Burton,TE,2019,-72.74645908537545,-81.59399999999995,-67.64955766767844,-74.85909423828124
Isaac Redman,RB,2011,21.80668658005503,4.242000000000004,32.59397569067626,41.18994064331055
Reggie Swinton,WR,2003,4.186200488464486,9.832000000000004,16.95736087880355,13.114846801757814
Obafemi Ayanbadejo,RB,2001,-51.534621632534815,-73.188,-40.574587788651776,-30.00398483276367
Byron Marshall,RB,2018,-31.260124016200088,-33.874,-18.509695465925432,-17.978992080688478
Michael Pittman,RB,2005,-58.47046846380701,-29.81200000000001,-56.68447680284649,-35.68672790527344
Steven Jackson,RB,2011,30.107781939900946,29.408000000000072,28.684085574874985,48.888150024414074
Kyle Eckel,RB,2008,-24.809238330170267,-36.16800000000001,-12.4118974817693,-12.771810150146484
Rod Smith,WR,2004,66.22053955786556,61.16800000000004,67.54082775994873,76.89670867919921
Brandon Lloyd,WR,2007,-51.74100576403184,-59.23400000000001,-43.30541301790762,-38.96625671386719
Ray-Ray McCloud,WR,2021,4.674436807922461,1.7340000000000018,17.60726833333389,17.52138824462891
Laveranues Coles,WR,2007,-19.96221976316565,-7.625999999999976,-19.709404235760616,-9.492132568359352
Matt Forte,RB,2014,71.9256404423395,48.51800000000003,67.60374456512864,95.3925720214844
Jerheme Urban,WR,2008,13.703461937486978,33.46000000000002,22.49867051296125,30.475056457519543
Colin Cloherty,TE,2010,-17.75816957419423,-10.423999999999996,-4.500170897432414,-9.264084625244141
Willie Snead,WR,2016,12.335998448958122,40.37599999999999,12.427814653420144,23.401016235351562
Michael Bennett,RB,2002,106.76152256672768,108.24999999999996,112.36608508776264,122.51107330322264
Tyler Higbee,TE,2020,-0.3182810885217151,-13.795999999999964,2.09212083837771,7.681880187988284
Richard Rodgers,TE,2017,-25.2568183806104,-15.030000000000008,-14.704822088009216,-6.3964385986328125
Sammy Morris,RB,2011,-21.240066760682097,-19.133999999999983,-8.726685960474116,-11.903524780273438
Dwayne Carswell,TE,2005,-24.77453862522771,-23.704,-15.558081393097575,-13.689307403564452
Joseph Fauria,TE,2014,-39.90846043616328,-35.31999999999999,-28.608577022967395,-22.976235961914064
Alan Cross,TE,2018,-26.242803149417888,-13.939999999999992,-14.501709492963895,-20.091403579711915
Reggie Wayne,WR,2004,112.74061361426786,116.00800000000008,114.86620605091896,116.87632904052734
Santana Moss,WR,2002,52.77150814836584,14.414,66.72883305008132,59.389344787597665
Terrance Copper,WR,2005,-34.72027255924157,-33.79599999999999,-21.510525663557047,-23.576435089111328
Brandon Marshall,WR,2008,28.605000470288587,59.83800000000005,25.374184318855868,44.55039367675781
Julio Jones,WR,2016,-13.54786856797304,21.11600000000001,-25.142689175684183,6.015966796875006
Will Tye,TE,2017,-58.96408770902714,-61.11800000000001,-49.73338864866447,-33.40801162719727
Peyton Hillis,RB,2013,-8.627817799678283,-6.902000000000008,1.8060139962101327,11.406334686279294
Antonio Chatman,WR,2005,53.74846372733708,57.44,65.10850797565067,74.39335708618164
Rodney Smith,RB,2021,-43.51909579335268,-77.93199999999999,-32.196256996833256,-26.024111938476562
Aaron Jones,RB,2018,89.78504500527038,68.24199999999999,99.78583435985928,118.36827697753907
Ryan Taylor,TE,2012,-21.29043498655076,-10.375999999999998,-8.189379636300155,-13.983760261535645
Mike Williams,WR,2014,-49.605290355223374,-46.03200000000001,-39.75627693191941,-22.932328033447263
Aaron Stecker,RB,2004,27.90165771035715,17.97200000000001,40.20034071942944,41.70522384643556
Alex Erickson,WR,2019,30.823053562608308,2.573999999999984,42.11710347145592,41.80270118713379
Kenny Britt,WR,2016,71.09194741250175,79.34999999999997,73.82478183732752,70.74415130615233
Hank Baskett,WR,2008,36.98195755317123,23.022,49.60072075469504,49.31647491455078
Seyi Ajirotutu,WR,2013,-23.54394870949212,-24.158,-11.62875179265397,-12.670400238037109
Jeff King,TE,2010,-7.421462168196029,-16.493999999999993,1.7645645244182546,2.2239624023437514
Jeremy Kerley,WR,2016,66.84199507075681,72.442,79.30805942197176,80.38915557861328
Neal Sterling,WR,2017,-26.606912315162848,-19.104000000000003,-14.56899988963541,-13.871519851684571
Dominique Zeigler,WR,2009,-22.145282456581292,-12.827999999999996,-10.242134736818986,-12.290330123901366
Jeff Cumberland,TE,2012,34.365981407634465,39.05,47.14020501947423,42.74415435791016
Kenjon Barner,RB,2017,-28.04664803878958,-60.79999999999998,-15.675442614872916,-13.51121826171875
Isaac Bruce,WR,2002,46.0924876319163,53.112,41.4287223457788,51.117901611328136
Blake Bell,TE,2020,-7.557248261881529,3.552,4.541024229149716,-4.914023208618165
Freddie Jones,TE,2003,39.94444020377112,30.224000000000004,49.31467687521203,58.07540054321289
Kenyan Drake,RB,2018,71.64730039564537,80.85600000000001,78.90239569956915,84.61265106201171
Mike Seidman,TE,2004,8.380232620030416,14.258000000000006,20.69992238730895,13.321621704101563
Brian Clark,WR,2009,-12.66403292321828,-11.837999999999996,0.5299325632548246,-7.340967178344727
Todd Heap,TE,2003,-4.273292772032335,-9.938000000000002,-1.6555014493779083,1.021650695800787
Michael Pittman,RB,2008,-3.7097962748679407,-10.487999999999971,5.825941991815029,26.485373687744143
Duce Staley,RB,2005,-67.04208997295338,-45.11399999999999,-62.35951491259257,-41.503727722167966
Clay Harbor,TE,2014,-4.598993012280808,-24.116,4.428508671830414,12.327192687988287
Daniel Brown,WR,2018,-18.77985516083542,-19.338000000000005,-6.873821651715648,-7.382746505737305
Ben Watson,TE,2014,-10.84193289954642,-9.653999999999996,-0.8721931261321032,3.1935058593750014
Steve Smith Sr.,WR,2011,134.64194669024533,141.706,141.53481215483347,153.73741149902344
Alfonso Smith,RB,2014,-31.765961172533014,-24.334,-19.243187204887025,-19.054298400878906
Ricky Williams,RB,2006,-108.42299588829944,-120.55200000000002,-101.57554681243208,-101.97235107421875
Adam Shaheen,TE,2020,5.122787717803526,11.810000000000011,17.438464375192837,15.44034194946289
DeSean Jackson,WR,2012,-27.48996409480385,-25.617999999999952,-28.877085290835552,-18.89750213623047
Brent Celek,TE,2012,-9.348925960940988,-36.162000000000006,-6.966769737790884,-5.774240112304682
T.J. Graham,TE,2013,3.642917394882765,-9.439999999999998,13.530050387955612,17.80648422241211
Kenny Britt,WR,2011,-78.28455973371229,-58.02399999999996,-76.78854877164994,-66.18377075195312
Rod Smith,RB,2017,61.70381384743251,72.90400000000001,74.78221413792194,68.00466575622559
DeAngelo Williams,RB,2013,40.880045525960185,34.178000000000054,45.127946575696285,52.81728515625002
Keith Poole,WR,2001,-47.1791321833341,-53.66799999999999,-36.953663081360006,-32.40554351806641
Justin Hardy,WR,2017,-2.151124047183309,-18.878000000000007,9.257756678326928,14.682561492919923
Terrance West,RB,2015,59.66798913611554,67.71600000000002,66.2310943355799,82.32879638671875
Jackie Battle,RB,2012,-5.52420361842286,-7.049999999999983,2.374304483960657,17.250769042968756
Maurice Harris,WR,2018,7.524142385207313,8.961999999999996,20.196127296864056,16.074697875976568
Greg Jennings,WR,2013,42.960770896659085,47.55600000000001,51.900525860815335,63.42143096923829
Marcus Pollard,TE,2004,-1.2844259934646516,0.5619999999999976,3.676826211901357,0.6554092407226619
Dede Westbrook,WR,2019,2.0685045511624622,-10.836,7.35333833557236,13.327159118652347
Rod Smart,RB,2003,-17.09797342010566,2.264,-4.156705506042584,-10.572121620178223
Andre Johnson,WR,2012,123.9494533417556,83.26999999999998,127.08089264949275,137.68423156738282
Ryan Whalen,WR,2012,-21.83274261728448,-31.942000000000004,-8.86249798556906,-12.332715225219726
Leon Washington,RB,2009,-63.75930464453883,-50.99999999999996,-55.37088062228439,-49.27969818115234
Obafemi Ayanbadejo,RB,2004,15.802027944800926,14.186000000000003,28.82912617710988,23.401477050781253
Bernard Scott,RB,2012,-61.1264193632578,-93.184,-50.16988636987179,-35.6731071472168
Jamaal Williams,RB,2020,2.34744983287608,25.66200000000002,10.43132280497494,14.61815795898437
DeAndre Hopkins,WR,2018,81.53100507122247,102.642,77.5003084079809,97.41268920898438
Randy McMichael,TE,2012,-36.18108274944094,-28.163999999999994,-27.416387196201235,-24.212217712402342
Santana Moss,WR,2014,-62.40312368394742,-28.08200000000001,-52.05029122223815,-28.620897674560545
Deuce McAllister,RB,2006,105.92401047150648,88.18400000000003,114.07585312795,118.19280242919922
Julian Edelman,WR,2015,-9.838357448797892,-12.29800000000003,-8.359453575310567,5.9947357177734375
Bernard Pierce,RB,2013,4.562759417289598,5.846000000000004,13.75594786038441,30.887107849121094
Willie Snead,WR,2019,-13.597385245523483,-1.8080000000000207,-7.902175370284368,12.098435974121088
DeVante Parker,WR,2016,46.04648554133978,21.516000000000005,52.57305094155984,55.799475097656256
Corey Davis,WR,2019,-29.451289682668573,-54.32600000000002,-28.77111805129212,-22.933668518066412
Geronimo Allison,WR,2018,0.4595302881653396,-18.795999999999992,12.94823978554087,11.395443725585935
Charcandrick West,RB,2017,-17.247976949694717,-3.8739999999999952,-7.099595537780743,0.8213378906250028
Eric Moulds,WR,2004,62.44249356819711,66.468,66.43546938898146,77.15094299316408
Torry Holt,WR,2005,55.466559234893055,93.60200000000005,48.90807424988475,66.96619873046876
Martellus Bennett,TE,2011,-22.90450460308891,-20.88599999999997,-12.847572356601582,-9.545171356201173
Dominic Rhodes,RB,2007,-63.07340839247307,-98.06199999999994,-59.11642068122846,-57.26083831787109
Ernest Wilford,WR,2009,-2.041893187703362,-0.3699999999999939,11.212670776860168,4.726769256591798
Terry McLaurin,WR,2020,47.9914920889733,55.556,47.21781100855159,56.868572998046886
Jalen Richard,RB,2021,-35.854619188084456,-36.34,-24.2240255359146,-15.566685485839844
Jerious Norwood,RB,2009,-55.45679182185884,-47.60399999999996,-46.76027470927873,-40.87327117919922
Josh Reed,WR,2009,-50.27890324628672,-67.67599999999999,-46.026644376766704,-29.642782592773436
Kahlil Bell,RB,2010,17.658787039026535,1.9959999999999951,29.227784980598077,32.27821350097656
Markus Wheaton,WR,2017,-35.32349363308123,-35.501999999999995,-23.397762539513074,-22.321749114990233
Matt Jones,WR,2008,47.13066971480454,27.556,58.29902484713632,62.57789764404296
Byron Pringle,WR,2020,-12.448664555356087,-22.73600000000002,-0.9061528516322426,-0.04404258728027344
Jeb Putzier,TE,2007,-20.283011201870814,-33.675999999999995,-8.53897298445308,-11.909459686279297
Jason Avant,WR,2012,-4.360200177230965,-6.715999999999994,0.3879927951095112,12.951245117187497
John Owens,TE,2007,-16.670832786244368,-1.6340000000000092,-3.908414843621893,-8.22131576538086
Rondell Mealey,RB,2002,-9.670802708484809,-44.18000000000001,3.04027138103168,-2.8618339538574205
Rod Smart,RB,2004,-26.84883422436545,-26.076000000000004,-14.04961575859262,-18.221728897094728
Erik Swoope,TE,2017,-19.591968066158195,-54.336,-10.805109504139146,-5.560959625244138
Mark Bruener,TE,2002,-13.247586046827962,-14.756000000000007,-2.4410756551340924,-4.6539482116699205
Maurice Morris,RB,2009,-5.693940295970876,-2.035999999999973,1.269160708340095,15.025831604003912
Will Fuller,WR,2019,-12.883261093410198,-13.130000000000024,-9.87828302992608,2.0221710205078125
Breshad Perriman,WR,2018,22.36036245530605,4.2039999999999935,36.15253782498369,33.20675201416016
Jabar Gaffney,WR,2005,2.643527945079043,7.579999999999984,6.809480044689394,5.9989471435546875
Chris Cooley,TE,2011,-103.4467237838104,-115.38199999999996,-100.52162886951211,-88.11081237792969
DeAndre Hopkins,WR,2014,89.93954043024738,89.23199999999999,91.56765996227324,91.74081420898438
Quinton Patton,WR,2014,-24.436507696126647,-22.225999999999992,-11.367799887230914,-17.69350395202637
Donald Parham,TE,2021,4.453185330298183,-2.8880000000000194,15.072687451316304,18.141971588134766
Tyreek Hill,WR,2021,40.55269907720677,59.63600000000005,34.73208647911949,56.19306945800781
DeMarco Murray,RB,2016,124.96372398303852,116.11200000000004,129.80119489781276,134.9384902954102
Michael Turner,RB,2008,223.48880859016825,188.5,234.74860714455468,242.45182037353516
Chad Hall,WR,2011,-35.854691064084946,-26.82,-23.364901575753745,-23.265082550048827
Brandon Jacobs,RB,2008,60.61195330086758,75.94199999999996,64.02417916611745,72.45245361328125
Kenny Stills,WR,2017,36.70707491546058,36.083999999999946,39.14474462875107,34.47947998046874
Mark Campbell,TE,2004,1.9176185221414956,-3.0619999999999834,10.393567407158088,19.22985153198242
Chris Owusu,WR,2014,-27.251196942857007,-20.224000000000004,-15.669431707232675,-14.939018249511719
Boo Williams,TE,2003,54.845539159073866,34.27600000000001,67.5770697517577,65.95718536376953
Kris Mangum,TE,2002,-5.880426359396374,-3.778000000000002,5.5641349134450095,3.668712997436522
Scott Simonson,TE,2016,-2.761318278419268,-8.289999999999988,10.348866772566325,2.738238906860353
Tim Wright,TE,2014,-16.73181949063293,-26.129999999999995,-10.162997567328093,-8.013073730468747
Dwayne Washington,RB,2018,-12.368950985668397,-28.861999999999988,0.365908406963479,-3.4842563629150387
Kareem Hunt,RB,2021,-49.719719421937896,-46.84799999999996,-45.65053030468261,-35.56010437011719
Dan Herron,RB,2014,30.896597467143472,20.44599999999999,43.53205006916195,35.43929519653321
Bobby Shaw,WR,2003,47.31352730676056,30.549999999999983,54.485172090020725,62.41537017822266
Patrick DiMarco,RB,2016,-17.452190628966388,-9.762000000000008,-6.592374788880196,-8.383406448364259
Aaron Dobson,WR,2014,-86.71651294762167,-90.54200000000004,-79.48056488899549,-84.01427001953125
Albert Wilson,WR,2017,34.46874726342774,32.11999999999999,45.60432868128913,52.65081787109375
DaeSean Hamilton,WR,2019,-4.23511814692678,-14.677999999999995,6.907472064360633,14.808440399169925
Josh Adams,RB,2020,12.34481548001164,27.188366666666667,25.2163546381942,19.343226051330568
Reggie Wayne,WR,2002,57.16541077011421,63.67399999999997,65.70162106606588,76.66038665771484
Shaun Draughn,RB,2014,73.80202657989435,93.164,86.74329449395742,80.32787837982178
Ronnie Brown,RB,2007,4.848350595662424,31.99400000000004,5.305503254033795,14.994866943359398
David Patten,WR,2005,-80.02591327777215,-110.53999999999996,-77.7471899146152,-75.88986663818359
Phillip Lindsay,RB,2020,-67.68636247779364,-39.73,-64.7644240753139,-52.51873779296875
Chris Sanders,WR,2001,-59.156828959604944,-99.02,-54.23736252693481,-46.56071243286133
Dion Sims,TE,2017,-22.227079667489814,-19.035999999999973,-13.504091881535745,-5.429290771484375
Jordan Cameron,TE,2014,-67.56549300504102,-67.96199999999999,-66.05047568550492,-61.08741912841796
D.J. Moore,WR,2019,67.71126399423713,83.09800000000003,69.55478317187479,81.4693832397461
Chase Ford,TE,2014,0.7095924432901057,16.002000000000013,12.79406469309611,13.011212158203122
James Mungro,RB,2003,-63.49907474753142,-47.598000000000006,-53.66468675569377,-43.73426284790039
Brittan Golden,WR,2017,-23.87970748875989,-11.522000000000002,-11.154781844167855,-14.39138412475586
Devin Thomas,WR,2009,21.891441574402265,24.56600000000001,34.51468039580703,36.511206436157224
Reggie Brown,WR,2007,17.171876824733104,20.610000000000028,17.875585351357657,21.135896301269526
Bilal Powell,RB,2019,-39.44634338818666,-49.95799999999997,-31.28779442556785,-17.05762557983398
LeSean McCoy,RB,2020,-69.67718440612846,-76.08599999999998,-62.55026724437785,-53.22575073242187
Michael Gaines,TE,2006,-20.15644254786652,-29.510000000000005,-9.729986042896854,-9.30132713317871
Mike Wallace,WR,2016,92.10350015681728,98.67199999999995,99.19122525087884,112.1285675048828
Dez Bryant,WR,2011,65.29858851454027,75.99400000000001,72.37057813147754,77.0135467529297
Bobby Collins,TE,2001,-28.00446114303513,-23.134,-15.610629529356,-21.349717330932616
Miles Austin,WR,2014,39.72949949251204,20.696,49.883368502748176,59.59376983642578
D'Wayne Bates,WR,2001,-5.306392100228507,-2.4840000000000018,7.489021035799837,4.081172943115234
Devery Henderson,WR,2010,-34.97708366941042,-40.866,-32.75534857512706,-29.092648315429685
Adam Humphries,WR,2019,-52.95498676555516,-47.52000000000002,-49.15262370350236,-44.16777038574219
Bryant Johnson,WR,2008,14.613247375269694,28.78,22.73580999589491,47.13592681884765
Jerick McKinnon,RB,2016,55.05835409653605,78.59400000000002,65.69767869996133,74.8407196044922
Deontay Burnett,WR,2020,-65.17162919285727,-77.68799999999999,-56.225444872113776,-39.76117095947266
Matt Jones,RB,2017,-75.30496167929283,-112.458,-68.323414075284,-51.662313079833986
Justin Gage,WR,2007,80.45250078607157,88.07,93.25831443495736,87.38217735290527
